python3: can't open file '/home/ubuntu/arcana-ecosystem/scripts/relay_provider.py': [Errno 2] No such file or directory
[Fri Jan 16 13:08:35 2026] RELAY_SYNC: 314 Blocks | Depth: 47,100,000,000 ARC | Fees: 6.28 CC
[Fri Jan 16 14:47:41 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:47:51 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:48:01 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:48:11 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:48:21 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:48:31 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:48:42 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:48:52 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:49:02 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:49:12 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:49:22 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:49:32 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:49:42 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:49:52 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:50:02 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:50:12 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:50:22 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:50:32 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:50:42 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:50:52 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:51:02 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:51:12 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:51:22 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:51:32 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:51:42 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:51:52 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:52:02 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:52:12 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:52:22 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:52:32 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:52:42 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:52:52 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:53:02 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:53:12 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:53:22 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:53:32 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:53:42 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:53:52 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:54:02 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:54:12 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:54:22 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:54:32 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:54:42 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:54:52 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:55:02 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:55:12 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:55:22 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:55:32 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:55:43 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:55:53 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:56:03 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:56:13 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:56:23 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:56:33 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:56:43 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:56:53 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:57:03 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:57:13 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:57:23 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:57:33 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:57:43 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:57:53 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:58:03 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:58:13 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:58:23 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:58:33 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:58:43 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:58:53 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:59:03 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:59:13 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:59:23 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:59:33 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:59:43 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:59:53 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:00:03 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:00:13 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:00:23 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:00:33 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:00:43 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:00:53 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:01:03 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:01:13 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:01:23 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:01:33 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:01:43 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:01:53 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:02:03 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:02:13 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:02:23 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:02:33 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:02:44 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:02:54 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:03:04 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:03:14 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:03:24 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:03:34 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:03:44 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:03:54 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:04:04 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:04:14 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:04:24 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:04:34 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:04:44 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:04:54 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:05:04 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:05:14 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:05:24 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:05:34 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:05:44 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:05:54 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:06:04 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:06:14 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:06:24 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:06:34 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:06:44 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:06:54 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:07:04 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:07:14 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:07:24 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:07:34 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:07:44 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:07:54 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:08:04 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:08:14 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:08:24 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:08:34 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:08:44 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:08:54 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:09:04 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:09:14 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:09:24 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:09:34 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:09:44 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:09:54 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:10:05 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:10:15 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:10:25 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:10:35 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:10:45 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:10:55 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:11:05 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:11:15 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:11:25 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:11:35 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:11:45 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:11:55 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:12:05 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:12:15 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:12:25 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:12:35 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:12:45 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:12:55 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:13:05 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:13:15 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:13:25 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:13:35 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:13:45 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:13:55 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:14:05 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:14:15 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:14:25 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:14:35 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:14:45 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:14:55 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:15:05 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:15:15 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:15:25 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:15:35 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:15:45 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:15:55 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:16:05 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:16:15 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:16:25 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:16:35 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:16:45 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:16:55 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:17:05 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:17:16 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:17:26 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:17:36 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:17:46 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:17:56 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:18:06 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:18:16 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:18:26 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:18:36 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:18:46 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:18:56 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:19:06 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:19:16 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:19:26 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:19:36 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:19:46 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:19:56 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:20:06 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:20:16 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:20:26 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:20:36 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:20:46 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:20:56 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 15:21:06 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
